date,item,item_name,dept,dow,holiday,is_closed,tmax_f,weather,snow_tomorrow,payday,produced,sold,wasted,stockout,unit_price,unit_cost,true_demand,lost_sales,true_mean
2023-01-11,bread,Bread Loaf,Bakery,2,,0,42.0,sunny,0,0,38.0,30.0,8.0,0,3.99,1.1,30.0,0.0,26.789
2023-01-11,rotisserie,Rotisserie Chicken,Hot Foods,2,,0,42.0,sunny,0,0,48.0,40.0,8.0,0,7.99,3.2,40.0,0.0,38.869
2023-01-11,hotbar-lb,Hot Bar (per lb),Hot Foods,2,,0,42.0,sunny,0,0,85.0,54.4,30.6,0,9.99,3.5,54.4,0.0,66.213
2023-01-11,sushi,Sushi Roll,Fresh Foods,2,,0,42.0,sunny,0,0,25.0,22.0,3.0,0,8.99,3.8,22.0,0.0,19.075
2023-01-11,sub,Sub / Sandwich,Fresh Foods,2,,0,42.0,sunny,0,0,27.0,20.0,7.0,0,5.99,1.8,20.0,0.0,17.044
2023-01-12,pizza-whole,Whole Pizza,Pizza,3,,0,49.2,sunny,0,0,18.0,18.0,0.0,1,7.99,2.6,18.0,0.0,18.992
2023-01-12,pizza-slice,Pizza Slice,Pizza,3,,0,49.2,sunny,0,0,48.0,32.0,16.0,0,3.49,0.9,32.0,0.0,34.552
2023-01-12,doughnut,Doughnut,Bakery,3,,0,49.2,sunny,0,0,72.0,72.0,0.0,1,1.19,0.25,82.0,10.0,79.472
2023-01-12,cake,Cake,Bakery,3,,0,49.2,sunny,0,0,4.0,3.0,1.0,0,12.99,4.5,3.0,0.0,3.882
2023-01-12,bread,Bread Loaf,Bakery,3,,0,49.2,sunny,0,0,32.0,23.0,9.0,0,3.99,1.1,23.0,0.0,28.179
2023-01-12,rotisserie,Rotisserie Chicken,Hot Foods,3,,0,49.2,sunny,0,0,40.0,35.0,5.0,0,7.99,3.2,35.0,0.0,40.123
2023-01-12,hotbar-lb,Hot Bar (per lb),Hot Foods,3,,0,49.2,sunny,0,0,55.0,55.0,0.0,1,9.99,3.5,64.2,9.200000000000003,61.486
2023-01-12,sushi,Sushi Roll,Fresh Foods,3,,0,49.2,sunny,0,0,27.0,22.0,5.0,0,8.99,3.8,22.0,0.0,20.5
2023-01-12,sub,Sub / Sandwich,Fresh Foods,3,,0,49.2,sunny,0,0,22.0,15.0,7.0,0,5.99,1.8,15.0,0.0,17.439
2023-01-13,pizza-whole,Whole Pizza,Pizza,4,,0,53.7,cloudy,0,0,37.0,37.0,0.0,1,7.99,2.6,46.0,9.0,30.474
2023-01-13,pizza-slice,Pizza Slice,Pizza,4,,0,53.7,cloudy,0,0,48.0,34.0,14.0,0,3.49,0.9,34.0,0.0,34.411
2023-01-13,doughnut,Doughnut,Bakery,4,,0,53.7,cloudy,0,0,132.0,132.0,0.0,1,1.19,0.25,137.0,5.0,87.883
2023-01-13,cake,Cake,Bakery,4,,0,53.7,cloudy,0,0,4.0,4.0,0.0,1,12.99,4.5,7.0,3.0,4.727
2023-01-13,bread,Bread Loaf,Bakery,4,,0,53.7,cloudy,0,0,34.0,33.0,1.0,0,3.99,1.1,33.0,0.0,29.499
2023-01-13,rotisserie,Rotisserie Chicken,Hot Foods,4,,0,53.7,cloudy,0,0,52.0,47.0,5.0,0,7.99,3.2,47.0,0.0,39.603
2023-01-13,hotbar-lb,Hot Bar (per lb),Hot Foods,4,,0,53.7,cloudy,0,0,75.0,56.4,18.6,0,9.99,3.5,56.4,0.0,54.848
2023-01-13,sushi,Sushi Roll,Fresh Foods,4,,0,53.7,cloudy,0,0,26.0,26.0,0.0,1,8.99,3.8,34.0,8.0,25.466
2023-01-13,sub,Sub / Sandwich,Fresh Foods,4,,0,53.7,cloudy,0,0,23.0,23.0,0.0,1,5.99,1.8,26.0,3.0,18.376
2023-01-14,pizza-whole,Whole Pizza,Pizza,5,,0,53.0,cloudy,0,0,42.0,30.0,12.0,0,7.99,2.6,30.0,0.0,27.626
2023-01-14,pizza-slice,Pizza Slice,Pizza,5,,0,53.0,cloudy,0,0,32.0,32.0,0.0,1,3.49,0.9,36.0,4.0,26.937
2023-01-14,doughnut,Doughnut,Bakery,5,,0,53.0,cloudy,0,0,168.0,112.0,56.0,0,1.19,0.25,112.0,0.0,117.219
2023-01-14,cake,Cake,Bakery,5,,0,53.0,cloudy,0,0,9.0,8.0,1.0,0,12.99,4.5,8.0,0.0,6.375
2023-01-14,bread,Bread Loaf,Bakery,5,,0,53.0,cloudy,0,0,42.0,33.0,9.0,0,3.99,1.1,33.0,0.0,30.817
2023-01-14,rotisserie,Rotisserie Chicken,Hot Foods,5,,0,53.0,cloudy,0,0,40.0,40.0,0.0,1,7.99,3.2,43.0,3.0,36.067
2023-01-14,hotbar-lb,Hot Bar (per lb),Hot Foods,5,,0,53.0,cloudy,0,0,55.0,35.9,19.1,0,9.99,3.5,35.9,0.0,41.919
2023-01-14,sushi,Sushi Roll,Fresh Foods,5,,0,53.0,cloudy,0,0,27.0,23.0,4.0,0,8.99,3.8,23.0,0.0,20.712
2023-01-14,sub,Sub / Sandwich,Fresh Foods,5,,0,53.0,cloudy,0,0,16.0,12.0,4.0,0,5.99,1.8,12.0,0.0,14.517
2023-01-15,pizza-whole,Whole Pizza,Pizza,6,,0,58.3,sunny,0,1,18.0,18.0,0.0,1,7.99,2.6,18.0,0.0,21.012
2023-01-15,pizza-slice,Pizza Slice,Pizza,6,,0,58.3,sunny,0,1,32.0,28.0,4.0,0,3.49,0.9,28.0,0.0,23.104
2023-01-15,doughnut,Doughnut,Bakery,6,,0,58.3,sunny,0,1,144.0,108.0,36.0,0,1.19,0.25,108.0,0.0,123.923
2023-01-15,cake,Cake,Bakery,6,,0,58.3,sunny,0,1,6.0,6.0,0.0,1,12.99,4.5,6.0,0.0,4.992
2023-01-15,bread,Bread Loaf,Bakery,6,,0,58.3,sunny,0,1,28.0,28.0,0.0,1,3.99,1.1,29.0,1.0,28.046
2023-01-15,rotisserie,Rotisserie Chicken,Hot Foods,6,,0,58.3,sunny,0,1,68.0,62.0,6.0,0,7.99,3.2,62.0,0.0,51.031
2023-01-15,hotbar-lb,Hot Bar (per lb),Hot Foods,6,,0,58.3,sunny,0,1,45.0,36.3,8.700000000000003,0,9.99,3.5,36.3,0.0,42.35
2023-01-15,sushi,Sushi Roll,Fresh Foods,6,,0,58.3,sunny,0,1,16.0,16.0,0.0,1,8.99,3.8,19.0,3.0,17.944
2023-01-15,sub,Sub / Sandwich,Fresh Foods,6,,0,58.3,sunny,0,1,15.0,13.0,2.0,0,5.99,1.8,13.0,0.0,12.845
2023-01-16,pizza-whole,Whole Pizza,Pizza,0,,0,58.4,sunny,0,1,16.0,16.0,0.0,1,7.99,2.6,17.0,1.0,16.815
2023-01-16,pizza-slice,Pizza Slice,Pizza,0,,0,58.4,sunny,0,1,40.0,35.0,5.0,0,3.49,0.9,35.0,0.0,34.663
2023-01-16,doughnut,Doughnut,Bakery,0,,0,58.4,sunny,0,1,84.0,75.0,9.0,0,1.19,0.25,75.0,0.0,77.99
2023-01-16,cake,Cake,Bakery,0,,0,58.4,sunny,0,1,4.0,3.0,1.0,0,12.99,4.5,3.0,0.0,3.406
2023-01-16,bread,Bread Loaf,Bakery,0,,0,58.4,sunny,0,1,30.0,30.0,0.0,1,3.99,1.1,30.0,0.0,28.024
2023-01-16,rotisserie,Rotisserie Chicken,Hot Foods,0,,0,58.4,sunny,0,1,44.0,37.0,7.0,0,7.99,3.2,37.0,0.0,41.209
2023-01-16,hotbar-lb,Hot Bar (per lb),Hot Foods,0,,0,58.4,sunny,0,1,75.0,68.0,7.0,0,9.99,3.5,68.0,0.0,62.088
2023-01-16,sushi,Sushi Roll,Fresh Foods,0,,0,58.4,sunny,0,1,20.0,17.0,3.0,0,8.99,3.8,17.0,0.0,20.069
2023-01-16,sub,Sub / Sandwich,Fresh Foods,0,,0,58.4,sunny,0,1,18.0,18.0,0.0,1,5.99,1.8,21.0,3.0,18.847
2023-01-17,pizza-whole,Whole Pizza,Pizza,1,,0,51.1,cloudy,0,1,15.0,15.0,0.0,1,7.99,2.6,15.0,0.0,15.017
2023-01-17,pizza-slice,Pizza Slice,Pizza,1,,0,51.1,cloudy,0,1,40.0,33.0,7.0,0,3.49,0.9,33.0,0.0,33.019
2023-01-17,doughnut,Doughnut,Bakery,1,,0,51.1,cloudy,0,1,96.0,73.0,23.0,0,1.19,0.25,73.0,0.0,70.388
2023-01-17,cake,Cake,Bakery,1,,0,51.1,cloudy,0,1,5.0,3.0,2.0,0,12.99,4.5,3.0,0.0,3.03
2023-01-17,bread,Bread Loaf,Bakery,1,,0,51.1,cloudy,0,1,33.0,33.0,0.0,1,3.99,1.1,34.0,1.0,25.264
2023-01-17,rotisserie,Rotisserie Chicken,Hot Foods,1,,0,51.1,cloudy,0,1,44.0,44.0,0.0,1,7.99,3.2,47.0,3.0,36.147
2023-01-17,hotbar-lb,Hot Bar (per lb),Hot Foods,1,,0,51.1,cloudy,0,1,65.0,65.0,0.0,1,9.99,3.5,77.0,12.0,61.018
2023-01-17,sushi,Sushi Roll,Fresh Foods,1,,0,51.1,cloudy,0,1,19.0,19.0,0.0,1,8.99,3.8,22.0,3.0,18.695
2023-01-17,sub,Sub / Sandwich,Fresh Foods,1,,0,51.1,cloudy,0,1,22.0,17.0,5.0,0,5.99,1.8,17.0,0.0,16.754
2023-01-18,pizza-whole,Whole Pizza,Pizza,2,,0,52.8,cloudy,0,0,19.0,16.0,3.0,0,7.99,2.6,16.0,0.0,16.213
2023-01-18,pizza-slice,Pizza Slice,Pizza,2,,0,52.8,cloudy,0,0,40.0,30.0,10.0,0,3.49,0.9,30.0,0.0,32.951
2023-01-18,doughnut,Doughnut,Bakery,2,,0,52.8,cloudy,0,0,96.0,80.0,16.0,0,1.19,0.25,80.0,0.0,71.079
2023-01-18,cake,Cake,Bakery,2,,0,52.8,cloudy,0,0,3.0,3.0,0.0,1,12.99,4.5,3.0,0.0,3.3
2023-01-18,bread,Bread Loaf,Bakery,2,,0,52.8,cloudy,0,0,39.0,29.0,10.0,0,3.99,1.1,29.0,0.0,25.377
2023-01-18,rotisserie,Rotisserie Chicken,Hot Foods,2,,0,52.8,cloudy,0,0,52.0,31.0,21.0,0,7.99,3.2,31.0,0.0,36.089
2023-01-18,hotbar-lb,Hot Bar (per lb),Hot Foods,2,,0,52.8,cloudy,0,0,80.0,68.3,11.700000000000003,0,9.99,3.5,68.3,0.0,60.314
2023-01-18,sushi,Sushi Roll,Fresh Foods,2,,0,52.8,cloudy,0,0,26.0,21.0,5.0,0,8.99,3.8,21.0,0.0,18.851
2023-01-18,sub,Sub / Sandwich,Fresh Foods,2,,0,52.8,cloudy,0,0,24.0,15.0,9.0,0,5.99,1.8,15.0,0.0,16.809
2023-01-19,pizza-whole,Whole Pizza,Pizza,3,,0,46.7,sunny,0,0,21.0,19.0,2.0,0,7.99,2.6,19.0,0.0,19.032
2023-01-19,pizza-slice,Pizza Slice,Pizza,3,,0,46.7,sunny,0,0,40.0,30.0,10.0,0,3.49,0.9,30.0,0.0,34.605
2023-01-19,doughnut,Doughnut,Bakery,3,,0,46.7,sunny,0,0,84.0,77.0,7.0,0,1.19,0.25,77.0,0.0,79.468
2023-01-19,cake,Cake,Bakery,3,,0,46.7,sunny,0,0,4.0,4.0,0.0,1,12.99,4.5,4.0,0.0,3.901
2023-01-19,bread,Bread Loaf,Bakery,3,,0,46.7,sunny,0,0,29.0,29.0,0.0,1,3.99,1.1,32.0,3.0,28.025
2023-01-19,rotisserie,Rotisserie Chicken,Hot Foods,3,,0,46.7,sunny,0,0,40.0,40.0,0.0,1,7.99,3.2,46.0,6.0,40.376
2023-01-19,hotbar-lb,Hot Bar (per lb),Hot Foods,3,,0,46.7,sunny,0,0,65.0,53.5,11.5,0,9.99,3.5,53.5,0.0,62.147
2023-01-19,sushi,Sushi Roll,Fresh Foods,3,,0,46.7,sunny,0,0,26.0,26.0,0.0,1,8.99,3.8,26.0,0.0,20.4
2023-01-19,sub,Sub / Sandwich,Fresh Foods,3,,0,46.7,sunny,0,0,19.0,19.0,0.0,1,5.99,1.8,20.0,1.0,17.318
2023-01-20,pizza-whole,Whole Pizza,Pizza,4,,0,52.5,cloudy,0,0,41.0,31.0,10.0,0,7.99,2.6,31.0,0.0,30.534
2023-01-20,pizza-slice,Pizza Slice,Pizza,4,,0,52.5,cloudy,0,0,48.0,41.0,7.0,0,3.49,0.9,41.0,0.0,34.461
2023-01-20,doughnut,Doughnut,Bakery,4,,0,52.5,cloudy,0,0,156.0,89.0,67.0,0,1.19,0.25,89.0,0.0,87.759
2023-01-20,cake,Cake,Bakery,4,,0,52.5,cloudy,0,0,5.0,5.0,0.0,1,12.99,4.5,5.0,0.0,4.751
2023-01-20,bread,Bread Loaf,Bakery,4,,0,52.5,cloudy,0,0,40.0,35.0,5.0,0,3.99,1.1,35.0,0.0,29.335
